#date:2020-04-25
symbol	name	alias_symbol	alias_name	entrez_id	ensembl_gene_id	ucsc_id	refseq_accession	ccds_id	uniprot_ids
USP17L18	ubiquitin specific peptidase 17 like family member 18			100287364	ENSG00000250844	uc011bwp.2	NM_001256859	CCDS59459	D6R9N7
USP17L19	ubiquitin specific peptidase 17 like family member 19			100287404	ENSG00000248920	uc031sdm.1	NM_001256860	CCDS59460	D6RCP7
USP17L20	ubiquitin specific peptidase 17 like family member 20			100287441	ENSG00000250745	uc031sdn.1	NM_001256861	CCDS59461	D6RJB6
USP17L21	ubiquitin specific peptidase 17 like family member 21			100287478	ENSG00000249811	uc031sdo.1	NM_001256862	CCDS59462	D6R901
USP17L22	ubiquitin specific peptidase 17 like family member 22			100287513	ENSG00000248933	uc031sdp.1	NM_001256863	CCDS59463	D6RA61
USP17L23	ubiquitin specific peptidase 17 like family member 23			101241878	ENSG00000250913	uc062vda.1			D6RBM5
USP17L24	ubiquitin specific peptidase 17 like family member 24			728369	ENSG00000232264	uc021xll.1	NM_001242327	CCDS59464	Q0WX57
USP17L25	ubiquitin specific peptidase 17 like family member 25			728373	ENSG00000230430	uc021xlm.1	NM_001242326	CCDS59465	Q0WX57
USP17L26	ubiquitin specific peptidase 17 like family member 26			728379	ENSG00000229579	uc021xln.1	NM_001242328	CCDS59466	Q0WX57
USP17L27	ubiquitin specific peptidase 17 like family member 27			728393	ENSG00000235780	uc021xlp.1	NM_001242330	CCDS59468	Q0WX57
USP17L28	ubiquitin specific peptidase 17 like family member 28			728400	ENSG00000231051	uc021xlq.1	NM_001242331	CCDS59469	Q0WX57
USP17L29	ubiquitin specific peptidase 17 like family member 29			728405	ENSG00000231637	uc021xlr.1	NM_001242332	CCDS59470	Q0WX57
USP17L30	ubiquitin specific peptidase 17 like family member 30			728419	ENSG00000228856	uc031sdr.1	NM_001256867	CCDS59471	Q0WX57
USP18	ubiquitin specific peptidase 18		Ubl carboxyl-terminal hydrolase 18	11274	ENSG00000184979	uc002zny.4	NM_017414	CCDS13752	Q9UMW8
USP19	ubiquitin specific peptidase 19	"KIAA0891|ZMYND9"		10869	ENSG00000172046	uc003cwd.3	NM_006677	"CCDS43090|CCDS56254|CCDS56255|CCDS56256"	O94966
USP20	ubiquitin specific peptidase 20	KIAA1003		10868	ENSG00000136878	uc004bys.4	NM_001008563	CCDS43892	Q9Y2K6
USP21	ubiquitin specific peptidase 21	USP16		27005	ENSG00000143258	uc031vci.2	NM_001014443	"CCDS30920|CCDS81392"	Q9UK80
USP22	ubiquitin specific peptidase 22	KIAA1063		23326	ENSG00000124422	uc002gym.4	NM_015276	CCDS42285	Q9UPT9
USP24	ubiquitin specific peptidase 24	KIAA1057		23358	ENSG00000162402	uc021onw.2	NM_015306	CCDS44154	Q9UPU5
USP25	ubiquitin specific peptidase 25	USP21		29761	ENSG00000155313	uc002yjy.3	NM_001283041	"CCDS33515|CCDS63336|CCDS63337"	Q9UHP3
USP26	ubiquitin specific peptidase 26			83844	ENSG00000134588	uc010nrm.1	NM_031907	CCDS14635	Q9BXU7
USP27X	ubiquitin specific peptidase 27 X-linked	USP27		389856	ENSG00000273820	uc033edm.2	NM_001145073	CCDS65260	A6NNY8
USP28	ubiquitin specific peptidase 28	KIAA1515		57646	ENSG00000048028	uc001poh.4	NM_001301029	"CCDS31680|CCDS73394|CCDS86248"	Q96RU2
USP29	ubiquitin specific peptidase 29			57663	ENSG00000131864	uc002qny.4	NM_020903	CCDS33124	Q9HBJ7
USP30	ubiquitin specific peptidase 30	"MGC10702|FLJ40511"		84749	ENSG00000135093	uc010sxi.3	NM_032663	"CCDS9123|CCDS76599"	Q70CQ3
USP31	ubiquitin specific peptidase 31	KIAA1203		57478	ENSG00000103404	uc002dll.4	NM_020718	CCDS10607	Q70CQ4
USP32	ubiquitin specific peptidase 32	"NY-REN-60|USP10"		84669	ENSG00000170832	uc002iyo.2	NM_032582	CCDS32697	Q8NFA0
USP33	ubiquitin specific peptidase 33	"KIAA1097|VDU1"		23032	ENSG00000077254	uc001dhu.5	NM_015017	"CCDS678|CCDS679|CCDS680"	Q8TEY7
USP34	ubiquitin specific peptidase 34	"KIAA0570|KIAA0729"		9736	ENSG00000115464	uc002sbe.4	NM_014709	CCDS42686	Q70CQ2
USP35	ubiquitin specific peptidase 35	KIAA1372		57558	ENSG00000118369	uc021qny.2	NM_020798	CCDS41693	Q9P2H5
USP36	ubiquitin specific peptidase 36	"KIAA1453|FLJ12851"		57602	ENSG00000055483	uc002jwa.2	NM_025090	CCDS32755	Q9P275
USP37	ubiquitin specific peptidase 37	KIAA1594		57695	ENSG00000135913	uc010fvs.1	NM_020935	CCDS2418	Q86T82
USP38	ubiquitin specific peptidase 38	"KIAA1891|HP43.8KD"		84640	ENSG00000170185	uc003ijb.4	NM_032557	"CCDS3758|CCDS77964"	Q8NB14
USP39	ubiquitin specific peptidase 39	"SAD1|CGI-21|SNRNP65"	"snRNP assembly defective 1 homolog (S.cerevisiae)|small nuclear ribonucleoprotein 65kDa (U4/U6.U5)"	10713	ENSG00000168883	uc002sqe.5	NM_006590	"CCDS33234|CCDS58716|CCDS58717|CCDS74534"	Q53GS9
USP40	ubiquitin specific peptidase 40	FLJ10785		55230	ENSG00000085982	uc010zmr.3	NM_018218	CCDS46547	Q9NVE5
USP41	ubiquitin specific peptidase 41			373856	ENSG00000161133	uc062bsg.1	XM_017029164		Q3LFD5
USP42	ubiquitin specific peptidase 42	FLJ12697		84132	ENSG00000106346	uc011jwp.3	NM_032172	CCDS47535	Q9H9J4
USP43	ubiquitin specific peptidase 43	FLJ30626		124739	ENSG00000154914	uc010cod.5	NM_153210	"CCDS45610|CCDS58516"	Q70EL4
USP44	ubiquitin specific peptidase 44	FLJ14528		84101	ENSG00000136014	uc001teh.5	NM_032147	CCDS9053	Q9H0E7
USP45	ubiquitin specific peptidase 45	MGC14793		85015	ENSG00000123552	uc063qfl.1	NM_032929	"CCDS34501|CCDS87419"	Q70EL2
USP46	ubiquitin specific peptidase 46	FLJ12552		64854	ENSG00000109189	uc003gzn.4	NM_022832	"CCDS47053|CCDS47054"	P62068
USP47	ubiquitin specific peptidase 47			55031	ENSG00000170242	uc001mjr.4	NM_017944	"CCDS41619|CCDS60725|CCDS81554"	Q96K76
USP48	ubiquitin specific peptidase 48	"FLJ23277|FLJ11328|FLJ20103|FLJ23054|MGC14879"		84196	ENSG00000090686	uc001bfb.4	NM_032236	"CCDS30623|CCDS44084|CCDS81277"	Q86UV5
USP49	ubiquitin specific peptidase 49	MGC20741		25862	ENSG00000164663	uc003orh.3	NM_018561	"CCDS4861|CCDS69111"	Q70CQ1
USP50	ubiquitin specific peptidase 50			373509	ENSG00000170236	uc021sky.2	NM_203494	CCDS53944	Q70EL3
USP51	ubiquitin specific peptidase 51			158880	ENSG00000247746	uc004dun.3	NM_201286	CCDS14370	Q70EK9
USP53	ubiquitin specific peptidase 53	KIAA1350		54532	ENSG00000145390	uc003icr.5	NM_019050	CCDS43265	Q70EK8
USP54	ubiquitin specific peptidase 54	"FLJ37318|bA137L10.3|bA137L10.4"		159195	ENSG00000166348	uc001juo.4	NM_152586	CCDS7329	Q70EL1
USPL1	ubiquitin specific peptidase like 1	"bA121O19.1|D13S106E"		10208	ENSG00000132952	uc001utc.3	NM_005800	"CCDS9336|CCDS81760"	Q5W0Q7
UST	uronyl 2-sulfotransferase	2OST		10090	ENSG00000111962	uc003qmg.4	NM_005715	CCDS5213	Q9Y2C2
UTF1	undifferentiated embryonic cell transcription factor 1			8433	ENSG00000171794	uc001lmc.3	NM_003577	CCDS31318	Q5T230
UTP3	UTP3 small subunit processome component	"FLJ23256|DKFZp761F222|SAS10|CRLZ1"	disrupter of silencing 10	57050	ENSG00000132467	uc003hfo.3	NM_020368	CCDS3546	Q9NQZ2
UTP4	UTP4 small subunit processome component	"NAIC|FLJ14728|KIAA1988|TEX292|CIRHIN"	UTP4, small subunit (SSU) processome component, homolog (yeast)	84916	ENSG00000141076	uc002ews.5	NM_032830	CCDS10872	Q969X6
UTP6	UTP6 small subunit processome component	HCA66	hepatocellular carcinoma associated antigen 66	55813	ENSG00000108651	uc002hgr.4	NM_018428	CCDS11269	Q9NYH9
UTP11	UTP11 small subunit processome component	CGI-94		51118	ENSG00000183520	uc001ccn.5	NM_016037	CCDS429	Q9Y3A2
UTP14A	UTP14A small subunit processome component	"NY-CO-16|Utp14"		10813	ENSG00000156697	uc004euz.4	NM_006649	"CCDS14615|CCDS55489"	Q9BVJ6
UTP14C	UTP14C small subunit processome component	2700066J21Rik		9724	ENSG00000253797	uc058xgb.1	NM_021645	CCDS31978	Q5TAP6
UTP15	UTP15 small subunit processome component	"FLJ12787|NET21|FLJ23637"		84135	ENSG00000164338	uc003kcw.3	NM_032175	"CCDS34186|CCDS68893|CCDS68894"	Q8TED0
UTP18	UTP18 small subunit processome component	CGI-48		51096	ENSG00000011260	uc002its.4	NM_016001	CCDS42362	Q9Y5J1
UTP20	UTP20 small subunit processome component	"DRIM|1A6/DRIM"	down regulated in metastasis	27340	ENSG00000120800	uc001tia.2	NM_014503	CCDS9081	O75691
UTP23	UTP23 small subunit processome component	MGC14595		84294	ENSG00000147679	uc003yoc.4	NM_032334	CCDS6320	Q9BRU9
UTP25	UTP25 small subunit processor component	"MGC29875|DEF"		27042	ENSG00000117597	uc001hhr.3	NM_014388	CCDS1493	Q68CQ4
UTRN	utrophin	"DRP|DRP1"		7402	ENSG00000152818	uc003qkt.4	NM_001375323	CCDS34547	P46939
UTS2	urotensin 2	"UII|U-II|UCN2|PRO1068"	prepro U-II	10911	ENSG00000049247	uc001aos.4	NM_006786	"CCDS90|CCDS91"	O95399
UTS2B	urotensin 2B	"URP|U2B"	prepro-URP	257313	ENSG00000188958	uc003fsu.4	NM_198152	CCDS3300	Q765I0
UTS2R	urotensin 2 receptor			2837	ENSG00000181408	uc010wvl.3	NM_018949	CCDS11810	Q9UKP6
UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked	"KDM6AL|KDM6C"		7404	ENSG00000183878	uc004fsx.3	NM_182660	"CCDS14783|CCDS14784|CCDS14785|CCDS59184|CCDS76073|CCDS76074|CCDS76075|CCDS76076|CCDS76077|CCDS76078|CCDS76079|CCDS59185"	O14607
UVRAG	UV radiation resistance associated	VPS38	beclin 1 binding protein	7405	ENSG00000198382	uc001oxc.4	NM_003369	CCDS8241	Q9P2Y5
UVSSA	UV stimulated scaffold protein A			57654	ENSG00000163945	uc003gde.5	NM_020894	CCDS33938	Q2YD98
UXS1	UDP-glucuronate decarboxylase 1	"FLJ23591|UGD|SDR6E1"	short chain dehydrogenase/reductase family 6E, member 12	80146	ENSG00000115652	uc002tdm.4	NM_025076.3	"CCDS46378|CCDS58720|CCDS58721"	Q8NBZ7
UXT	ubiquitously expressed prefoldin like chaperone	"ART-27|STAP1"	"androgen receptor trapped clone 27|SKP2-associated alpha PFD 1"	8409	ENSG00000126756	uc004din.4	NM_153477	"CCDS14284|CCDS14285"	Q9UBK9
VAC14	VAC14 component of PIKFYVE complex	"FLJ10305|ArPIKfyve"		55697	ENSG00000103043	uc002ezm.4	NM_018052	CCDS10896	Q08AM6
VAMP1	vesicle associated membrane protein 1	VAMP-1		6843	ENSG00000139190	uc001qok.4	NM_001297438	"CCDS31731|CCDS41740|CCDS44809|CCDS73422"	P23763
VAMP2	vesicle associated membrane protein 2	VAMP-2		6844	ENSG00000220205	uc010cnt.2	NM_001330125	"CCDS32561|CCDS82064"	P63027
VAMP3	vesicle associated membrane protein 3	CEB	cellubrevin	9341	ENSG00000049245	uc001aol.3	NM_004781	CCDS88	Q15836
VAMP4	vesicle associated membrane protein 4			8674	ENSG00000117533	uc001ghx.3	NM_003762	"CCDS1298|CCDS53430"	O75379
VAMP5	vesicle associated membrane protein 5		myobrevin	10791	ENSG00000168899	uc002spu.2	NM_006634	CCDS1980	O95183
VAMP7	vesicle associated membrane protein 7	"VAMP-7|TI-VAMP"		6845	ENSG00000124333	uc004fxj.4	NM_005638	"CCDS14770|CCDS48199|CCDS55548"	P51809
VAMP8	vesicle associated membrane protein 8	EDB	endobrevin	8673	ENSG00000118640	uc002spt.5	NM_003761	CCDS1979	Q9BV40
VANGL1	VANGL planar cell polarity protein 1	STB2		81839	ENSG00000173218	uc001efv.1	NM_001172411	"CCDS883|CCDS53350"	Q8TAA9
VANGL2	VANGL planar cell polarity protein 2	"KIAA1215|LTAP|LPP1|STBM|STB1|STBM1|MGC119403|MGC119404"	"vang, van gogh-like 2|loop-tail-associated protein|strabismus"	57216	ENSG00000162738	uc001fwc.3	NM_020335	CCDS30915	Q9ULK5
VAPA	VAMP associated protein A	"hVAP-33|VAP-A"		9218	ENSG00000101558	uc002kok.4	NM_003574	"CCDS11847|CCDS11848"	Q9P0L0
VAPB	VAMP associated protein B and C	"VAP-B|VAP-C|ALS8"		9217	ENSG00000124164	uc002xza.4	NM_001195677	"CCDS33498|CCDS56198"	O95292
VARS1	valyl-tRNA synthetase 1		valine tRNA ligase 1, cytoplasmic	7407	ENSG00000204394	uc011gfl.3	NM_006295	CCDS34412	P26640
VARS2	valyl-tRNA synthetase 2, mitochondrial	"DKFZP434L1435|KIAA1885|G7a"	valine tRNA ligase 2, mitochondrial	57176	ENSG00000137411	uc003nsc.3	NM_020442	"CCDS34387|CCDS54980|CCDS54981"	Q5ST30
VASH1	vasohibin 1			22846	ENSG00000071246	uc001xst.3	NM_014909	CCDS9851	Q7L8A9
VASH2	vasohibin 2	FLJ12505		79805	ENSG00000143494	uc001hjw.4	NM_024749	"CCDS1511|CCDS44315|CCDS44316|CCDS73026"	Q86V25
VASN	vasorin			114990	ENSG00000168140	uc002cwj.1	NM_138440	CCDS10514	Q6EMK4
VASP	vasodilator stimulated phosphoprotein			7408	ENSG00000125753	uc002pcg.4	NM_003370	CCDS33051	P50552
VAT1	vesicle amine transport 1	"VATI|FLJ20230"		10493	ENSG00000108828	uc002icm.2	NM_006373	CCDS11451	Q99536
VAT1L	vesicle amine transport 1 like	KIAA1576		57687	ENSG00000171724	uc002ffg.2	NM_020927	CCDS32492	Q9HCJ6
VAV1	vav guanine nucleotide exchange factor 1			7409	ENSG00000141968	uc010xjh.3	NM_001258206	"CCDS12174|CCDS59341|CCDS59342"	P15498
VAV2	vav guanine nucleotide exchange factor 2			7410	ENSG00000160293	uc004cer.4	NM_001134398	"CCDS6979|CCDS48053"	P52735
VAV3	vav guanine nucleotide exchange factor 3			10451	ENSG00000134215	uc001dvk.2	NM_006113	"CCDS785|CCDS44181"	Q9UKW4
VAX1	ventral anterior homeobox 1			11023	ENSG00000148704	uc009xyx.4	NM_001112704	"CCDS7597|CCDS44483"	Q5SQQ9
VAX2	ventral anterior homeobox 2	DRES93		25806	ENSG00000116035	uc002shh.4	NM_012476	CCDS1911	Q9UIW0
VBP1	VHL binding protein 1	"PFD3|PFDN3"	prefoldin 3	7411	ENSG00000155959	uc004fnc.4	NM_001303543	"CCDS14765|CCDS78525"	P61758
VCAM1	vascular cell adhesion molecule 1	CD106		7412	ENSG00000162692	uc001dti.5	NM_001078	"CCDS773|CCDS774|CCDS55617"	P19320
VCAN	versican	PG-M	versican proteoglycan	1462	ENSG00000038427	uc003kii.4	NM_004385	"CCDS4060|CCDS47242|CCDS54875|CCDS54876"	P13611
VCL	vinculin		metavinculin	7414	ENSG00000035403	uc001jwd.4	"NM_003373|NM_014000"	"CCDS7340|CCDS7341"	P18206
VCP	valosin containing protein	"IBMPFD|p97|CDC48|TERA"	transitional endoplasmic reticulum ATPase	7415	ENSG00000165280	uc003zvy.3	NM_007126	CCDS6573	P55072
VCPIP1	valosin containing protein interacting protein 1	"VCIP135|KIAA1850|FLJ23132|DUBA3"		80124	ENSG00000175073	uc003xwn.4	NM_025054	CCDS6192	Q96JH7
VCPKMT	valosin containing protein lysine methyltransferase	VCP-KMT		79609	ENSG00000100483		NM_024558	"CCDS9696|CCDS41951"	Q9H867
VCX	variable charge X-linked	"VCX1|VCX10R|VCX-10r|VCX-B1"		26609	ENSG00000182583	uc004crz.3	NM_013452	CCDS14128	Q9H320
VCX2	variable charge X-linked 2	"VCX-2r|VCX-2R"		51480	ENSG00000177504	uc004csb.3	NM_016378	CCDS35200	Q9H322
VCX3A	variable charge X-linked 3A	"VCX-8r|VCX-8R|VCX-A"		51481	ENSG00000169059	uc004crs.3	NM_016379	CCDS35199	Q9NNX9
VCX3B	variable charge X-linked 3B	VCX-C		425054	ENSG00000205642	uc011mht.3	NM_001001888	CCDS48077	Q9H321
VCY	variable charge Y-linked	"BPY1|VCY1A|VCY1"		9084	ENSG00000129864	uc004ftc.4	NM_004679	CCDS56617	O14598
VCY1B	variable charge Y-linked 1B	BPY1B		353513	ENSG00000129862	uc004ftd.4	NM_181880	CCDS56618	O14598
VDAC1	voltage dependent anion channel 1	"MGC111064|PORIN"		7416	ENSG00000213585	uc003kyr.3	NM_003374	CCDS4168	P21796
VDAC2	voltage dependent anion channel 2			7417	ENSG00000165637	uc021ptp.3	NM_003375	"CCDS7348|CCDS53544"	P45880
VDAC3	voltage dependent anion channel 3	HD-VDAC3		7419	ENSG00000078668	uc003xpc.4	NM_001135694	"CCDS6131|CCDS47850"	Q9Y277
VDR	vitamin D receptor	"NR1I1|PPP1R163"	"protein phosphatase 1, regulatory subunit 163|1,25- dihydroxyvitamin D3 receptor"	7421	ENSG00000111424	uc058ndj.1	NM_000376	"CCDS8757|CCDS55820"	P11473
VEGFA	vascular endothelial growth factor A	"VEGF-A|VPF"		7422	ENSG00000112715	uc063oun.1	NM_001025366	"CCDS34457|CCDS4907|CCDS34458|CCDS47432|CCDS47433|CCDS47434|CCDS47435|CCDS55007|CCDS55008|CCDS55009|CCDS55010|CCDS55011|CCDS55012|CCDS55013|CCDS55014|CCDS55015|CCDS69125"	P15692
VEGFB	vascular endothelial growth factor B	VEGFL		7423	ENSG00000173511	uc001nyx.4	NM_003377	"CCDS8062|CCDS58144"	P49765
VEGFC	vascular endothelial growth factor C	"VRP|VEGF-C"	vascular endothelial growth factor-related protein	7424	ENSG00000150630	uc032ufc.2	NM_005429	CCDS43285	P49767
VEGFD	vascular endothelial growth factor D	VEGF-D		2277	ENSG00000165197	uc004cwt.3	NM_004469	CCDS14166	O43915
VENTX	VENT homeobox	HPX42B		27287	ENSG00000151650	uc010quy.3	NM_014468	CCDS7675	O95231
VEPH1	ventricular zone expressed PH domain containing 1	"FLJ12604|KIAA1692"		79674	ENSG00000197415	uc003fbk.3	NM_024621	"CCDS3179|CCDS54661|CCDS54662|CCDS54663"	Q14D04
VEZF1	vascular endothelial zinc finger 1	DB1		7716	ENSG00000136451	uc002ivf.2	NM_001330393	"CCDS32687|CCDS82169"	Q14119
VEZT	vezatin, adherens junctions transmembrane protein	DKFZP761C241		55591	ENSG00000028203	uc001tdz.2	NM_017599	CCDS44954	Q9HBM0
VGF	VGF nerve growth factor inducible	"SCG7|SgVII"	neuro-endocrine specific protein VGF	7425	ENSG00000128564	uc003uxx.5	NM_003378	CCDS5712	O15240
VGLL1	vestigial like family member 1	"TONDU|TDU"		51442	ENSG00000102243	uc004ezy.3	NM_016267	CCDS14658	Q99990
VGLL2	vestigial like family member 2			245806	ENSG00000170162	uc003pxn.4	NM_153453	"CCDS5114|CCDS5115"	Q8N8G2
VGLL3	vestigial like family member 3	VGL-3		389136	ENSG00000206538	uc003dqn.4	NM_016206	"CCDS43110|CCDS82807"	A8MV65
VGLL4	vestigial like family member 4	KIAA0121		9686	ENSG00000144560	uc010hdx.3	NM_014667	"CCDS2606|CCDS46754|CCDS46755|CCDS46756|CCDS68342|CCDS68343"	Q14135
VHL	von Hippel-Lindau tumor suppressor	VHL1		7428	ENSG00000134086	uc003bvc.4	NM_000551	"CCDS2597|CCDS2598"	P40337
VHLL	VHL like	VLP		391104	ENSG00000189030	uc001fok.4	NM_001004319		Q6RSH7
VIL1	villin 1	D2S1471		7429	ENSG00000127831	uc002via.4	NM_007127	CCDS2417	P09327
VILL	villin like			50853	ENSG00000136059	uc003chj.4	NM_015873	CCDS2670	O15195
VIM	vimentin			7431	ENSG00000026025	uc001iou.3	NM_003380	CCDS7120	P08670
VIP	vasoactive intestinal peptide		prepro-VIP	7432	ENSG00000146469	uc003qpe.6	NM_003381	"CCDS5240|CCDS5241"	P01282
VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	"VIPAR|VPS16B|SPE-39|SPE39|hSPE-39"	VPS33B interacting protein, apical-basolateral polarity regulator	63894	ENSG00000151445	uc001xtu.3	NM_022067	"CCDS9862|CCDS53905"	Q9H9C1
VIPR1	vasoactive intestinal peptide receptor 1	"VPAC1|RDC1|HVR1|VPAC1R"	VIP and PACAP receptor 1	7433	ENSG00000114812	uc003clf.3	NM_004624	"CCDS2698|CCDS58827|CCDS58828|CCDS58829"	P32241
VIPR2	vasoactive intestinal peptide receptor 2	"VPAC2|VPAC2R"	VIP and PACAP receptor 2	7434	ENSG00000106018	uc003woh.3	NM_003382	"CCDS5950|CCDS78295"	P41587
VIRMA	vir like m6A methyltransferase associated	"DKFZP434I116|fSAP121"	"functional spliceosome-associated protein 121|virilizer homolog"	25962	ENSG00000164944	uc003ygo.3	NM_015496	"CCDS34923|CCDS47894"	Q69YN4
VIT	vitrin			5212	ENSG00000205221	uc002rpl.4	NM_001177969	"CCDS33180|CCDS54347|CCDS54348|CCDS54349|CCDS54350"	Q6UXI7
VKORC1	vitamin K epoxide reductase complex subunit 1			79001	ENSG00000167397	uc002eas.4	NM_024006	"CCDS10703|CCDS10704"	Q9BQB6
VKORC1L1	vitamin K epoxide reductase complex subunit 1 like 1			154807	ENSG00000196715	uc003tum.3	NM_173517	"CCDS5529|CCDS64663"	Q8N0U8
VLDLR	very low density lipoprotein receptor	"CARMQ1|CHRMQ1|VLDLRCH"		7436	ENSG00000147852	uc003zhk.2	NM_003383	"CCDS6446|CCDS34979"	P98155
VMA21	vacuolar ATPase assembly factor VMA21	XMEA		203547	ENSG00000160131	uc004feu.4	NM_001017980	"CCDS35430|CCDS87789"	Q3ZAQ7
VMAC	vimentin type intermediate filament associated coiled-coil protein			400673	ENSG00000187650	uc002mds.5	NM_001017921	CCDS32881	Q2NL98
VMO1	vitelline membrane outer layer 1 homolog			284013	ENSG00000182853	uc002fyx.4	NM_182566	"CCDS11055|CCDS45585|CCDS45586|CCDS45587"	Q7Z5L0
VMP1	vacuole membrane protein 1	"EPG3|TANGO5"	"ectopic P-granules autophagy protein 3 homolog (C. elegans)|transport and golgi organization 5 homolog (Drosophila)"	81671	ENSG00000062716	uc002ixu.5	NM_030938	CCDS11619	Q96GC9
VN1R1	vomeronasal 1 receptor 1	"V1RL1|ZVNR1|ZVNH1"		57191	ENSG00000178201	uc002qos.3	NM_020633	CCDS12951	Q9GZP7
VN1R2	vomeronasal 1 receptor 2	V1RL2		317701	ENSG00000196131	uc002qbi.2	NM_173856	CCDS12862	Q8NFZ6
VN1R3	vomeronasal 1 receptor 3 (gene/pseudogene)	"V1RL3|FKSG46"		317702	ENSG00000180663		NG_005664		Q9BXE9
VN1R4	vomeronasal 1 receptor 4	V1RL4		317703	ENSG00000228567	uc010ydu.3	NM_173857	CCDS33099	Q7Z5H5
VN1R5	vomeronasal 1 receptor 5 (gene/pseudogene)	V1RL5		317705	ENSG00000197617		NM_173858	CCDS86062	Q7Z5H4
VNN1	vanin 1	Tiff66	"pantetheine hydrolase|pantetheinase"	8876	ENSG00000112299	uc003qdo.4	NM_004666	CCDS5159	O95497
VNN2	vanin 2	"FOAP-4|GPI-80"	pantetheinase	8875	ENSG00000112303	uc003qdt.4	NM_001242350	"CCDS5161|CCDS5162|CCDS56451"	O95498
VNN3	vanin 3	HSA238982		55350	ENSG00000093134	uc063rkw.1	NR_028290		Q9NY84
VOPP1	VOPP1 WW domain binding protein	"ECop|GASP|FLJ20532|DKFZp564K0822|WBP1L2"	"Glioblastoma-amplified secreted protein|EGFR-coamplified and overexpressed protein"	81552	ENSG00000154978	uc003tqs.5	NM_030796	"CCDS47588|CCDS64654|CCDS64656|CCDS64655|CCDS83186|CCDS83187"	Q96AW1
VPREB1	V-set pre-B cell surrogate light chain 1	"VpreB|CD179A"		7441	ENSG00000169575	uc002zvx.2	NM_001303509	"CCDS13798|CCDS77657"	P12018
VPREB3	V-set pre-B cell surrogate light chain 3	8HS20		29802	ENSG00000128218	uc002zxt.4	NM_013378	CCDS13813	Q9UKI3
VPS4A	vacuolar protein sorting 4 homolog A	"VPS4|VPS4-1|FLJ22197|SKD2|SKD1|SKD1A"		27183	ENSG00000132612	uc002eww.4	NM_013245	CCDS45517	Q9UN37
VPS4B	vacuolar protein sorting 4 homolog B	"VPS4-2|SKD1B"		9525	ENSG00000119541	uc002lix.4	NM_004869	CCDS11983	O75351
VPS8	VPS8 subunit of CORVET complex	FLJ32099		23355	ENSG00000156931	uc062qxe.1	NM_015303	"CCDS46972|CCDS46971"	Q8N3P4
VPS9D1	VPS9 domain containing 1	ATP-BL		9605	ENSG00000075399	uc002fom.2	NM_004913	CCDS42220	Q9Y2B5
VPS11	VPS11 core subunit of CORVET and HOPS complexes	"RNF108|PEP5"		55823	ENSG00000160695	uc058iep.1	NM_021729	"CCDS73404|CCDS76485"	Q9H270
VPS13A	vacuolar protein sorting 13 homolog A	KIAA0986	chorein	23230	ENSG00000197969	uc004akr.4	NM_015186	"CCDS6655|CCDS6656|CCDS47983|CCDS55321"	Q96RL7
VPS13B	vacuolar protein sorting 13 homolog B			157680	ENSG00000132549	uc003yiv.5	NM_017890	"CCDS6280|CCDS6281|CCDS6283|CCDS47903"	Q7Z7G8
VPS13C	vacuolar protein sorting 13 homolog C	"FLJ20136|FLJ10381|KIAA1421"		54832	ENSG00000129003	uc002aha.4	NM_017684	"CCDS10180|CCDS32257|CCDS45272|CCDS58367"	Q709C8
VPS13D	vacuolar protein sorting 13 homolog D	"FLJ10619|KIAA0453"		55187	ENSG00000048707	uc031tou.2	NM_015378	"CCDS30588|CCDS30589"	Q5THJ4
VPS16	VPS16 core subunit of CORVET and HOPS complexes			64601	ENSG00000215305	uc002whe.5	NM_022575	"CCDS13036|CCDS13037"	Q9H269
VPS18	VPS18 core subunit of CORVET and HOPS complexes	"KIAA1475|PEP3"		57617	ENSG00000104142	uc001zne.3	NM_020857	CCDS10069	Q9P253
VPS25	vacuolar protein sorting 25 homolog	"MGC10540|EAP20|DERP9"		84313	ENSG00000131475	uc002ibi.5	NM_032353	CCDS11438	Q9BRG1
VPS26A	VPS26, retromer complex component A	"Hbeta58|PEP8A"		9559	ENSG00000122958	uc001jpb.4	NM_004896	"CCDS7286|CCDS41536"	O75436
VPS26B	VPS26, retromer complex component B	"MGC10485|Pep8b"		112936	ENSG00000151502	uc001qhe.4	NM_052875	CCDS8495	Q4G0F5
VPS26C	VPS26 endosomal protein sorting factor C	DCRA		10311	ENSG00000157538	uc002ywf.2	NM_001331018	"CCDS33553|CCDS82671|CCDS82672|CCDS82673"	O14972
VPS28	VPS28 subunit of ESCRT-I			51160	ENSG00000160948	uc003zcs.2	NM_016208	"CCDS6425|CCDS34967"	Q9UK41
VPS29	VPS29 retromer complex component	"PEP11|DC7|DC15"		51699	ENSG00000111237	uc001tqy.5	NM_001282150	"CCDS41832|CCDS53832|CCDS73525"	Q9UBQ0
VPS33A	VPS33A core subunit of CORVET and HOPS complexes			65082	ENSG00000139719	uc001ucd.4	NM_001351018	"CCDS9231|CCDS86339"	Q96AX1
VPS33B	VPS33B late endosome and lysosome associated	FLJ14848		26276	ENSG00000184056	uc002bqp.3	NM_018668	"CCDS10369|CCDS73783"	Q9H267
